car,price,body,mileage,engType,registration,year,Model,drive
Kia,18900,crossover,130,Petrol,yes,2011,Sorento,full
Kia,18300,crossover,119,Gas,yes,2011,Sorento,full
Kia,18000,crossover,64,Diesel,yes,2011,Sportage,full
Land Rover,53500,crossover,120,Diesel,yes,2011,Range Rover,full
Land Rover,52500,crossover,69,Diesel,yes,2011,Range Rover,full
Land Rover,50000,crossover,100,Diesel,yes,2011,Range Rover,full
Land Rover,49000,crossover,87,Petrol,yes,2011,Range Rover,full
Land Rover,44500,crossover,64,Petrol,yes,2011,Range Rover Sport,full
Land Rover,43900,crossover,78,Petrol,yes,2011,Range Rover,full
Land Rover,41000,crossover,80,Petrol,yes,2011,Range Rover Sport,full
Land Rover,40900,crossover,90,Diesel,yes,2011,Range Rover Sport,full
Land Rover,39900,crossover,124,Petrol,yes,2011,Range Rover,full
Land Rover,39900,crossover,70,Diesel,yes,2011,Range Rover Sport,full
Land Rover,36500,crossover,99,Petrol,yes,2011,Range Rover Sport,full
Lexus,57800,crossover,60,Petrol,yes,2011,LX 570,full
Lexus,55900,crossover,99,Gas,yes,2011,LX 570,full
Lexus,55000,crossover,85,Gas,yes,2011,LX 570,full
Lexus,34500,crossover,94,Petrol,yes,2011,RX 350,full
Lexus,32555,crossover,77,Petrol,yes,2011,RX 350,full
Lexus,32500,crossover,79,Petrol,yes,2011,RX 350,full
Mercedes-Benz,40500,crossover,54,Petrol,yes,2011,GL 500,full
Mercedes-Benz,32800,crossover,109,Diesel,yes,2011,ML 350,full
Mercedes-Benz,30000,crossover,97,Diesel,yes,2011,ML 250,full
Mercedes-Benz,0,crossover,63,Petrol,yes,2011,GL 550,full
Mitsubishi,25999,crossover,86,Diesel,yes,2011,Pajero Wagon,full
Mitsubishi,22400,crossover,96,Diesel,yes,2011,Pajero Sport,full
Mitsubishi,21000,crossover,98,Diesel,yes,2011,Pajero Sport,full
Mitsubishi,20800,crossover,31,Petrol,yes,2011,Outlander XL,full
Mitsubishi,20000,crossover,135,Diesel,yes,2011,Pajero Sport,full
Mitsubishi,19800,crossover,130,Diesel,yes,2011,Pajero Sport,full
Mitsubishi,19000,crossover,139,Gas,yes,2011,Outlander XL,full
Mitsubishi,17800,crossover,111,Petrol,yes,2011,Outlander XL,full
Mitsubishi,12800,crossover,153,Gas,yes,2011,ASX,front
Mitsubishi,8400,crossover,100,Diesel,yes,2011,Pajero Wagon,full
Nissan,37900,crossover,67,Petrol,yes,2011,Patrol,full
Nissan,28500,crossover,47,Diesel,yes,2011,Pathfinder,full
Nissan,23500,crossover,154,Diesel,yes,2011,Murano,full
Nissan,22100,crossover,88,Gas,yes,2011,Murano,full
Nissan,17000,crossover,51,Petrol,yes,2011,X-Trail,full
Nissan,16499,crossover,373,Petrol,yes,2011,Juke,front
Nissan,15999,crossover,59,Petrol,yes,2011,Qashqai,full
Nissan,15990,crossover,122,Petrol,yes,2011,Juke,full
Nissan,14700,crossover,65,Petrol,yes,2011,Qashqai,
Nissan,13700,crossover,68,Gas,yes,2011,Qashqai,front
Nissan,13600,crossover,40,Petrol,yes,2011,Qashqai,front
Nissan,13550,crossover,54,Petrol,yes,2011,Juke,front
Nissan,13300,crossover,87,Gas,yes,2011,Qashqai,front
Nissan,12799,crossover,84,Petrol,yes,2011,Qashqai,front
Nissan,12500,crossover,89,Petrol,yes,2011,Juke,front
Nissan,11500,crossover,78,Petrol,yes,2011,Juke,front
Peugeot,13900,crossover,93,Diesel,yes,2011,3008,front
Peugeot,13800,crossover,97,Diesel,yes,2011,3008,front
Peugeot,11900,crossover,167,Diesel,yes,2011,3008,front
Porsche,57000,crossover,43,Petrol,yes,2011,Cayenne,full
Porsche,55555,crossover,75,Petrol,yes,2011,Cayenne,full
Porsche,52000,crossover,79,Diesel,yes,2011,Cayenne,full
Porsche,49900,crossover,73,Diesel,yes,2011,Cayenne,full
Porsche,49900,crossover,73,Diesel,yes,2011,Cayenne,full
Porsche,47900,crossover,140,Petrol,yes,2011,Cayenne,full
Porsche,45900,crossover,54,Petrol,yes,2011,Cayenne,full
Porsche,45500,crossover,74,Petrol,yes,2011,Cayenne,full
Porsche,0,crossover,59,Other,yes,2011,Cayenne,full
Renault,11900,crossover,68,Diesel,yes,2011,Duster,full
Renault,11700,crossover,90,Diesel,yes,2011,Duster,full
Renault,10500,crossover,93,Diesel,yes,2011,Duster,front
Smart,7700,crossover,50,Petrol,yes,2011,Forfour,
SsangYong,13300,crossover,88,Diesel,yes,2011,Kyron,full
SsangYong,12400,crossover,73,Diesel,yes,2011,Korando,front
SsangYong,11800,crossover,51,Diesel,yes,2011,Actyon,full
Subaru,19900,crossover,140,Petrol,yes,2011,Outback,full
Subaru,18700,crossover,98,Petrol,yes,2011,Outback,full
Subaru,17000,crossover,134,Petrol,yes,2011,Forester,full
Subaru,13999,crossover,130,Petrol,yes,2011,Legacy,full
Suzuki,15800,crossover,107,Gas,yes,2011,Grand Vitara,full
Toyota,135000,crossover,1,Diesel,yes,2011,Land Cruiser 200,full
Toyota,89000,crossover,61,Diesel,yes,2011,Land Cruiser 200,full
Toyota,54000,crossover,147,Diesel,yes,2011,Land Cruiser 200,full
Toyota,35999,crossover,102,Petrol,yes,2011,Land Cruiser Prado,full
Toyota,35500,crossover,165,Gas,yes,2011,Land Cruiser Prado,full
Toyota,30800,crossover,56,Gas,yes,2011,Land Cruiser Prado,full
Toyota,30500,crossover,40,Petrol,yes,2011,Land Cruiser Prado,full
Toyota,28900,crossover,120,Petrol,yes,2011,Highlander,full
Toyota,28500,crossover,107,Gas,yes,2011,Highlander,full
Toyota,28000,crossover,95,Gas,yes,2011,Highlander,full
Toyota,26900,crossover,118,Petrol,yes,2011,Land Cruiser Prado,full
Toyota,23300,crossover,93,Other,yes,2011,Venza,full
Toyota,21000,crossover,74,Petrol,yes,2011,Rav 4,full
Toyota,19400,crossover,88,Petrol,yes,2011,Rav 4,full
Toyota,18999,crossover,95,Petrol,yes,2011,Rav 4,full
Toyota,18990,crossover,95,Petrol,yes,2011,Rav 4,full
Toyota,18800,crossover,105,Gas,yes,2011,Rav 4,full
Toyota,18300,crossover,120,Petrol,yes,2011,Rav 4,full
Toyota,13500,crossover,126,Petrol,no,2011,Land Cruiser Prado,full
VAZ,8800,crossover,96,Petrol,yes,2011,2121,full
VAZ,7100,crossover,42,Petrol,yes,2011,2121,full
VAZ,6300,crossover,48,Petrol,yes,2011,2121,full
Volkswagen,44000,crossover,150,Diesel,yes,2011,Touareg,full
Volkswagen,35999,crossover,84,Diesel,yes,2011,Touareg,full
Volkswagen,35800,crossover,92,Diesel,yes,2011,Touareg,full
Volkswagen,35500,crossover,112,Diesel,yes,2011,Touareg,
Volkswagen,28000,crossover,132,Diesel,yes,2011,Amarok,full
Volkswagen,18000,crossover,155,Diesel,yes,2011,Tiguan,full
Volkswagen,16900,crossover,145,Petrol,yes,2011,Tiguan,full
Volkswagen,16000,crossover,90,Petrol,yes,2011,Tiguan,full
Volvo,26500,crossover,164,Diesel,yes,2011,XC70,full
Audi,32300,hatch,54,Petrol,yes,2011,A6,front
Audi,25300,hatch,180,Diesel,yes,2011,A5,front
Audi,15900,hatch,160,Petrol,yes,2011,A3,front
Audi,15000,hatch,66,Petrol,yes,2011,A1,front
Audi,14500,hatch,60,Petrol,yes,2011,A1,front
Chery,9000,hatch,1,Petrol,yes,2011,M11,front
Chevrolet,9750,hatch,98,Petrol,yes,2011,Cruze,front
Chevrolet,5900,hatch,69,Petrol,yes,2011,Aveo,front
Citroen,11800,hatch,176,Petrol,yes,2011,C4,front
Citroen,11400,hatch,124,Petrol,yes,2011,C3 Picasso,front
Citroen,10600,hatch,61,Petrol,yes,2011,C3,front
Citroen,9700,hatch,141,Petrol,yes,2011,C4,front
Citroen,9200,hatch,130,Gas,yes,2011,C3 Picasso,front
Citroen,7900,hatch,87,Diesel,yes,2011,C3,front
Daewoo,5000,hatch,45,Petrol,yes,2011,Matiz,front
Daewoo,4650,hatch,75,Petrol,yes,2011,Lanos,front
Daewoo,3950,hatch,36,Petrol,yes,2011,Matiz,front
Fiat,8999,hatch,94,Petrol,yes,2011,Grande Punto,front
Ford,11500,hatch,19,Petrol,yes,2011,Focus,front
Ford,10800,hatch,86,Gas,yes,2011,Fiesta,front
Ford,10500,hatch,30,Petrol,yes,2011,Fiesta,front
Ford,9950,hatch,97,Diesel,yes,2011,Focus,front
Ford,9800,hatch,70,Petrol,yes,2011,Focus,front
Ford,9500,hatch,116,Petrol,yes,2011,Fiesta,front
Ford,9300,hatch,182,Gas,yes,2011,Focus,
Ford,7002,hatch,113,Petrol,yes,2011,Fusion,front
Ford,6900,hatch,139,Petrol,yes,2011,Fusion,front
Geely,7000,hatch,100,Gas,yes,2011,Emgrand 7 (EC7),front
Honda,7850,hatch,70,Petrol,yes,2011,Jazz,front
Hyundai,12000,hatch,70,Diesel,yes,2011,i30,front
Hyundai,10700,hatch,114,Diesel,yes,2011,i30,front
Hyundai,10500,hatch,50,Petrol,yes,2011,i30,front
Hyundai,9500,hatch,45,Petrol,yes,2011,i20,front
Hyundai,9200,hatch,7,Petrol,yes,2011,i10,front
Hyundai,9100,hatch,62,Petrol,yes,2011,i30,front
Hyundai,8999,hatch,74,Petrol,yes,2011,i20,
Hyundai,8800,hatch,67,Petrol,yes,2011,i30,front
Hyundai,8500,hatch,71,Petrol,yes,2011,i30,front
Hyundai,8500,hatch,76,Petrol,yes,2011,i10,front
Hyundai,8200,hatch,27,Petrol,yes,2011,i30,
Hyundai,7800,hatch,58,Petrol,yes,2011,i30,front
Hyundai,7500,hatch,150,Petrol,yes,2011,i20,front
Hyundai,7500,hatch,60,Petrol,yes,2011,i10,front
Kia,11500,hatch,93,Petrol,yes,2011,Soul,front
Kia,9700,hatch,67,Petrol,yes,2011,Soul,front
Kia,4000,hatch,130,Petrol,yes,2011,Rio,front
Lexus,23000,hatch,75,Other,yes,2011,CT,front
Mazda,10800,hatch,93,Gas,yes,2011,3,front
Nissan,12850,hatch,30,Other,yes,2011,Leaf,front
Nissan,12400,hatch,26,Other,yes,2011,Leaf,
Nissan,8700,hatch,77,Petrol,yes,2011,Note,front
Nissan,6990,hatch,120,Petrol,yes,2011,Micra,front
Opel,8900,hatch,160,Petrol,yes,2011,Corsa,front
Peugeot,11900,hatch,117,Diesel,yes,2011,308,front
Peugeot,11000,hatch,42,Petrol,yes,2011,308,front
Peugeot,7300,hatch,86,Petrol,yes,2011,207,front
Renault,10750,hatch,136,Diesel,yes,2011,Megane,front
Renault,9500,hatch,77,Petrol,yes,2011,Megane,front
Renault,9000,hatch,56,Petrol,yes,2011,Megane,front
Renault,8700,hatch,21,Petrol,yes,2011,Sandero,front
Renault,8400,hatch,84,Diesel,yes,2011,Kangoo ????.,front
Seat,9000,hatch,62,Petrol,yes,2011,Ibiza,front
Seat,9000,hatch,70,Petrol,yes,2011,Leon,front
Skoda,13200,hatch,160,Petrol,yes,2011,Octavia A5,front
Skoda,12000,hatch,91,Petrol,yes,2011,Octavia A5,front
Skoda,8100,hatch,101,Petrol,yes,2011,Fabia,front
Skoda,7650,hatch,161,Petrol,yes,2011,Fabia,front
Skoda,7500,hatch,90,Petrol,yes,2011,Fabia,front
Skoda,7300,hatch,131,Petrol,yes,2011,Fabia,front
Skoda,6999,hatch,60,Petrol,yes,2011,Fabia,front
Smart,7450,hatch,72,Petrol,yes,2011,Fortwo,rear
Suzuki,12000,hatch,87,Gas,yes,2011,SX4,front
Suzuki,10800,hatch,85,Petrol,yes,2011,SX4,front
Toyota,8500,hatch,55,Petrol,yes,2011,Aygo,front
Toyota,7900,hatch,56,Gas,yes,2011,Aygo,front
VAZ,4600,hatch,54,Petrol,yes,2011,2114,front
VAZ,4400,hatch,73,Gas,yes,2011,2114,front
VAZ,4350,hatch,115,Gas,yes,2011,2114,front
VAZ,3900,hatch,90,Petrol,yes,2011,2172,front
Volkswagen,13300,hatch,73,Petrol,yes,2011,Golf VI,front
Volkswagen,12700,hatch,156,Diesel,yes,2011,Golf VI,front
Volkswagen,9999,hatch,118,Diesel,yes,2011,Polo,front
Volkswagen,9500,hatch,62,Diesel,yes,2011,Polo,front
ZAZ,4600,hatch,79,Petrol,yes,2011,Forza,front
Audi,29999,other,90,Petrol,yes,2011,A5,full
Audi,27300,other,65,Petrol,yes,2011,TT,full
Audi,25000,other,60,Petrol,yes,2011,A5,full
BMW,37200,other,115,Diesel,yes,2011,X5,full
BMW,34500,other,160,Diesel,yes,2011,X5,full
BMW,28700,other,160,Petrol,yes,2011,528,rear
Chevrolet,75000,other,10,Petrol,yes,2011,Corvette,rear
Citroen,7450,other,102,Diesel,yes,2011,Berlingo ????.,front
Daewoo,4700,other,78,Petrol,yes,2011,Lanos,front
Ferrari,130000,other,7,Petrol,yes,2011,California,rear
Fiat,7200,other,117,Diesel,yes,2011,Doblo ????.,front
Ford,35000,other,67,Gas,yes,2011,F-150,full
Ford,10500,other,228,Diesel,yes,2011,Transit ????.,front
Ford,8499,other,161,Diesel,yes,2011,Transit ????.,front
Ford,7999,other,254,Diesel,yes,2011,Transit ????.,front
Ford,7300,other,130,Diesel,yes,2011,Transit Connect ????.,front
Ford,6500,other,93,Diesel,yes,2011,Transit Connect ????.,front
Ford,0,other,108,Diesel,yes,2011,Tourneo Connect ????.,front
Honda,17900,other,88,Petrol,yes,2011,Accord,front
Hyundai,8960,other,60,Other,yes,2011,Elantra,front
Hyundai,7900,other,77,Petrol,yes,2011,i20,front
Isuzu,13960,other,122,Diesel,yes,2011,D-Max,full
Mercedes-Benz,35500,other,99,Diesel,yes,2011,E-Class,rear
Mercedes-Benz,28500,other,65,Petrol,yes,2011,E-Class,rear
Mercedes-Benz,24500,other,77,Petrol,yes,2011,C-Class,
Mercedes-Benz,16500,other,260,Diesel,yes,2011,Sprinter 319 ????.,rear
Mercedes-Benz,15000,other,115,Diesel,yes,2011,Vito ????.,rear
Mercedes-Benz,13566,other,171,Other,no,2011,Vito ????.,rear
Mercedes-Benz,12700,other,199,Diesel,yes,2011,Vito ????.,
Mercedes-Benz,12700,other,198,Diesel,yes,2011,Vito ????.,
Mercedes-Benz,10550,other,128,Other,yes,2011,Vito ????.,
Mitsubishi,17500,other,69,Diesel,yes,2011,L 200,full
Mitsubishi,15700,other,68,Petrol,yes,2011,ASX,front
Nissan,9999,other,102,Diesel,yes,2011,Note,front
Opel,11100,other,126,Diesel,yes,2011,Vivaro ????.,
Opel,9700,other,141,Diesel,yes,2011,Vivaro ????.,front
Opel,9500,other,157,Diesel,yes,2011,Vivaro ????.,front
Peugeot,21900,other,17,Petrol,yes,2011,RCZ,front
Peugeot,12500,other,225,Diesel,yes,2011,Boxer ????.,front
Renault,11900,other,162,Other,yes,2011,Master ????.,front
Renault,11000,other,131,Diesel,yes,2011,Kangoo ????.,front
Renault,0,other,179,Diesel,yes,2011,Trafic ????.,front
Skoda,14777,other,100,Petrol,yes,2011,Octavia Scout,full
Skoda,11900,other,121,Petrol,yes,2011,Octavia A5,front
Smart,11900,other,90,Petrol,yes,2011,Cabrio,rear
Smart,8800,other,26,Petrol,yes,2011,Fortwo,rear
Smart,8000,other,62,Petrol,yes,2011,Fortwo,rear
Smart,7000,other,74,Petrol,yes,2011,Fortwo,rear
Smart,6750,other,20,Petrol,yes,2011,Fortwo,
VAZ,3600,other,207,Petrol,yes,2011,2113,front
Volkswagen,40000,other,170,Diesel,yes,2011,Multivan,full
Volkswagen,22800,other,161,Diesel,yes,2011,Amarok,full
Volkswagen,22500,other,200,Petrol,yes,2011,Scirocco,front
Volkswagen,18700,other,145,Diesel,yes,2011,T5 (Transporter) ????,front
Volkswagen,18100,other,64,Petrol,yes,2011,Scirocco,
Volkswagen,18100,other,195,Diesel,yes,2011,T5 (Transporter) ????.,front
Volkswagen,13700,other,103,Diesel,yes,2011,Passat B6,
Volkswagen,11900,other,112,Diesel,yes,2011,T6 (Transporter) ????,front
Volkswagen,11500,other,189,Diesel,yes,2011,Caddy ????.,front
Volkswagen,9900,other,171,Diesel,yes,2011,Caddy ????.,front
Volkswagen,8500,other,200,Diesel,yes,2011,Caddy ????.,front
Volkswagen,0,other,197,Diesel,no,2011,T5 (Transporter) ????.,front
Aston Martin,125000,sedan,12,Petrol,yes,2011,Rapide,rear
Audi,46000,sedan,170,Diesel,yes,2011,A8,full
Audi,36100,sedan,75,Diesel,yes,2011,A7,full
Audi,30500,sedan,110,Petrol,yes,2011,A6,full
Audi,29999,sedan,97,Petrol,yes,2011,S5,full
Audi,27500,sedan,74,Diesel,yes,2011,A5,
Audi,22800,sedan,122,Petrol,yes,2011,A6,front
Audi,20500,sedan,106,Petrol,yes,2011,A4,front
Bentley,117000,sedan,830,Petrol,yes,2011,Flying Spur,full
BMW,60500,sedan,110,Diesel,yes,2011,740,full
BMW,51000,sedan,97,Diesel,yes,2011,730,rear
BMW,49000,sedan,58,Other,yes,2011,750,rear
BMW,42000,sedan,71,Petrol,yes,2011,535,full
BMW,41000,sedan,97,Petrol,yes,2011,750,full
BMW,39999,sedan,45,Petrol,yes,2011,535,full
BMW,37000,sedan,95,Petrol,yes,2011,750,full
BMW,37000,sedan,130,Petrol,yes,2011,535,full
BMW,35500,sedan,67,Petrol,yes,2011,535,rear
BMW,32500,sedan,148,Petrol,yes,2011,535,rear
BMW,29900,sedan,175,Diesel,yes,2011,520,rear
BMW,29500,sedan,850,Petrol,yes,2011,523,rear
BMW,29500,sedan,230,Diesel,yes,2011,530,rear
BMW,29000,sedan,170,Diesel,yes,2011,520,rear
BMW,28700,sedan,160,Petrol,yes,2011,528,rear
BMW,28000,sedan,170,Diesel,yes,2011,520,rear
BMW,27900,sedan,170,Petrol,yes,2011,530,rear
BMW,27800,sedan,170,Diesel,yes,2011,520,rear
BMW,27500,sedan,170,Diesel,yes,2011,520,rear
BMW,26999,sedan,131,Diesel,yes,2011,520,rear
BMW,18000,sedan,180,Other,no,2011,520,rear
BMW,17700,sedan,98,Petrol,yes,2011,320,rear
BMW,17500,sedan,102,Petrol,yes,2011,320,rear
BMW,0,sedan,43,Petrol,yes,2011,535,
Chevrolet,12555,sedan,77,Gas,yes,2011,Cruze,front
Chevrolet,11900,sedan,40,Petrol,yes,2011,Cruze,front
Chevrolet,11100,sedan,83,Petrol,yes,2011,Cruze,front
Chevrolet,10500,sedan,67,Petrol,yes,2011,Cruze,front
Chevrolet,10200,sedan,118,Petrol,yes,2011,Cruze,front
Chevrolet,10100,sedan,90,Petrol,yes,2011,Cruze,front
Chevrolet,10000,sedan,83,Gas,yes,2011,Cruze,front
Chevrolet,10000,sedan,62,Gas,yes,2011,Cruze,front
Chevrolet,8500,sedan,67,Gas,yes,2011,Aveo,front
Chevrolet,8000,sedan,59,Petrol,yes,2011,Lacetti,front
Chevrolet,8000,sedan,49,Petrol,yes,2011,Aveo,front
Chevrolet,6950,sedan,88,Gas,yes,2011,Aveo,front
Chevrolet,6700,sedan,80,Petrol,yes,2011,Aveo,front
Dacia,6800,sedan,56,Petrol,yes,2011,Logan,front
Daewoo,4850,sedan,33,Petrol,yes,2011,Lanos,front
Daewoo,4600,sedan,57,Gas,yes,2011,Sens,front
Daewoo,4100,sedan,68,Gas,yes,2011,Sens,front
Daewoo,4000,sedan,78,Gas,yes,2011,Sens,front
Daewoo,3850,sedan,45,Petrol,yes,2011,Sens,
Ford,16900,sedan,80,Petrol,yes,2011,Mondeo,front
Ford,15999,sedan,67,Petrol,yes,2011,Mondeo,front
Ford,14500,sedan,195,Petrol,yes,2011,Mondeo,full
Ford,13894,sedan,119,Petrol,yes,2011,Mondeo,front
Ford,12099,sedan,109,Gas,yes,2011,Focus,front
Ford,11999,sedan,66,Petrol,yes,2011,Focus,front
Ford,10800,sedan,130,Petrol,yes,2011,Mondeo,front
Ford,10600,sedan,96,Petrol,yes,2011,Focus,front
Ford,9900,sedan,73,Petrol,yes,2011,Focus,front
Ford,8950,sedan,86,Petrol,yes,2011,Focus,front
Ford,8781,sedan,82,Petrol,yes,2011,Focus,front
Geely,4100,sedan,108,Gas,yes,2011,CK-2,front
Geely,3700,sedan,68,Petrol,yes,2011,CK-2,front
Honda,20999,sedan,74,Petrol,yes,2011,Accord,front
Honda,20500,sedan,92,Petrol,yes,2011,Accord,front
Honda,20000,sedan,95,Petrol,yes,2011,Accord,front
Honda,19500,sedan,110,Petrol,yes,2011,Accord,front
Honda,18700,sedan,75,Gas,yes,2011,Accord,front
Honda,18000,sedan,116,Gas,yes,2011,Accord,front
Honda,17800,sedan,80,Petrol,yes,2011,Accord,
Honda,17700,sedan,84,Petrol,yes,2011,Accord,front
Honda,16777,sedan,77,Petrol,yes,2011,Accord,front
Honda,16700,sedan,71,Petrol,yes,2011,Accord,front
Honda,12990,sedan,111,Petrol,yes,2011,Civic,front
Hyundai,18200,sedan,35,Petrol,yes,2011,Sonata,
Hyundai,16500,sedan,87,Petrol,yes,2011,Sonata,front
Hyundai,15500,sedan,85,Petrol,yes,2011,Sonata,front
Hyundai,14800,sedan,99,Gas,yes,2011,Sonata,front
Hyundai,13200,sedan,50,Other,yes,2011,Elantra,front
Hyundai,11999,sedan,108,Gas,yes,2011,Elantra,
Hyundai,11500,sedan,75,Petrol,yes,2011,Accent,front
Hyundai,11500,sedan,65,Petrol,yes,2011,Elantra,front
Hyundai,11200,sedan,57,Gas,yes,2011,Accent,
Hyundai,10999,sedan,59,Petrol,yes,2011,Accent,front
Hyundai,10400,sedan,78,Petrol,yes,2011,Accent,front
Hyundai,10000,sedan,19,Petrol,yes,2011,Accent,front
Hyundai,9999,sedan,42,Petrol,yes,2011,Accent,front
Hyundai,9900,sedan,40,Petrol,yes,2011,Accent,front
Hyundai,9700,sedan,12,Petrol,yes,2011,Accent,
Hyundai,9600,sedan,98,Petrol,yes,2011,Accent,front
Hyundai,9500,sedan,52,Petrol,yes,2011,Accent,front
Hyundai,9300,sedan,90,Petrol,yes,2011,Elantra,front
Hyundai,9300,sedan,98,Petrol,yes,2011,Accent,front
Hyundai,9300,sedan,58,Petrol,yes,2011,Accent,front
Hyundai,9200,sedan,100,Gas,yes,2011,Accent,front
Hyundai,8900,sedan,138,Petrol,yes,2011,Accent,front
Hyundai,8000,sedan,98,Petrol,yes,2011,Accent,front
Hyundai,6700,sedan,70,Petrol,yes,2011,Accent,front
Kia,11900,sedan,67,Petrol,yes,2011,Cerato,front
Kia,9500,sedan,98,Petrol,yes,2011,Cerato,front
Kia,7700,sedan,45,Petrol,yes,2011,Rio,front
Mazda,16900,sedan,65,Petrol,yes,2011,6,front
Mazda,16000,sedan,47,Petrol,yes,2011,6,front
Mazda,13899,sedan,80,Gas,yes,2011,6,front
Mercedes-Benz,300000,sedan,68,Petrol,yes,2011,S 600,
Mercedes-Benz,295000,sedan,29,Petrol,yes,2011,S 600,rear
Mercedes-Benz,295000,sedan,29,Petrol,yes,2011,S-Guard,rear
Mercedes-Benz,55000,sedan,34,Diesel,yes,2011,S 250,rear
Mercedes-Benz,46700,sedan,115,Petrol,yes,2011,S 500,full
Mercedes-Benz,45555,sedan,42,Diesel,yes,2011,S 350,rear
Mercedes-Benz,43500,sedan,59,Petrol,yes,2011,S 500,full
Mercedes-Benz,42500,sedan,100,Petrol,yes,2011,S 500,full
Mercedes-Benz,42500,sedan,140,Petrol,yes,2011,S 500,full
Mercedes-Benz,42500,sedan,110,Diesel,yes,2011,S 350,full
Mercedes-Benz,41900,sedan,95,Other,yes,2011,S 550,
Mercedes-Benz,41900,sedan,95,Petrol,yes,2011,S 63 AMG,
Mercedes-Benz,41900,sedan,95,Petrol,yes,2011,S 500,
Mercedes-Benz,39900,sedan,84,Petrol,yes,2011,S 500,full
Mercedes-Benz,35500,sedan,137,Diesel,yes,2011,E-Class,full
Mercedes-Benz,31900,sedan,97,Diesel,yes,2011,E-Class,rear
Mercedes-Benz,31500,sedan,123,Diesel,yes,2011,E-Class,
Mercedes-Benz,28500,sedan,148,Diesel,yes,2011,E-Class,rear
Mercedes-Benz,27300,sedan,144,Diesel,yes,2011,E-Class,front
Mercedes-Benz,22900,sedan,74,Diesel,yes,2011,C-Class,rear
Mercedes-Benz,22000,sedan,110,Petrol,yes,2011,C-Class,rear
Mercedes-Benz,20500,sedan,173,Gas,yes,2011,E-Class,rear
Mercedes-Benz,20500,sedan,173,Gas,yes,2011,E-Class,rear
Mercedes-Benz,20400,sedan,190,Gas,yes,2011,E-Class,rear
Mercedes-Benz,20400,sedan,190,Gas,yes,2011,E-Class,rear
Mercedes-Benz,20400,sedan,190,Gas,yes,2011,E-Class,rear
Mercedes-Benz,20300,sedan,198,Gas,yes,2011,E-Class,rear
Mercedes-Benz,20300,sedan,198,Gas,yes,2011,E-Class,rear
Mercedes-Benz,20300,sedan,198,Gas,yes,2011,E-Class,rear
Mercedes-Benz,0,sedan,29,Petrol,yes,2011,S-Guard,rear
Mercedes-Benz,0,sedan,23,Petrol,yes,2011,S 550,full
Mitsubishi,10500,sedan,57,Gas,yes,2011,Lancer X,front
Mitsubishi,9800,sedan,56,Petrol,yes,2011,Lancer X,front
Mitsubishi,8260,sedan,65,Petrol,yes,2011,Lancer,front
Mitsubishi,7999,sedan,78,Gas,yes,2011,Lancer X,front
Nissan,17800,sedan,73,Gas,yes,2011,Teana,front
Nissan,15500,sedan,115,Gas,yes,2011,Teana,front
Nissan,9000,sedan,25,Petrol,yes,2011,Almera,front
Opel,18900,sedan,69,Petrol,yes,2011,Insignia,front
Opel,9300,sedan,189,Petrol,yes,2011,Astra H,front
Peugeot,15000,sedan,98,Diesel,yes,2011,3008,front
Porsche,67000,sedan,33,Petrol,yes,2011,Panamera,full
Porsche,65500,sedan,41,Other,yes,2011,Panamera,full
Porsche,54900,sedan,64,Petrol,yes,2011,Panamera,full
Porsche,54900,sedan,46,Petrol,yes,2011,Panamera,full
Porsche,51900,sedan,78,Petrol,yes,2011,Panamera,
Porsche,51900,sedan,57,Petrol,yes,2011,Panamera,full
Porsche,45500,sedan,80,Petrol,yes,2011,Panamera,full
Renault,12350,sedan,64,Gas,yes,2011,Fluence,front
Renault,12300,sedan,99,Petrol,yes,2011,Latitude,front
Renault,9300,sedan,94,Diesel,yes,2011,Fluence,front
Renault,8250,sedan,148,Other,yes,2011,Kangoo ????.,
Renault,6400,sedan,51,Petrol,yes,2011,Logan,front
Renault,4999,sedan,140,Petrol,yes,2011,Logan,front
Skoda,17500,sedan,58,Petrol,yes,2011,Superb,front
Skoda,16700,sedan,98,Gas,yes,2011,Superb,front
Skoda,15200,sedan,98,Petrol,yes,2011,Superb,front
Skoda,15100,sedan,56,Petrol,yes,2011,Octavia A5,front
Skoda,14400,sedan,156,Diesel,yes,2011,Superb,front
Skoda,12800,sedan,135,Petrol,yes,2011,Superb,front
Skoda,12700,sedan,125,Petrol,yes,2011,Octavia A5,front
Skoda,12200,sedan,104,Petrol,yes,2011,Octavia A5,front
Skoda,12200,sedan,137,Petrol,yes,2011,Octavia A5,front
Skoda,11700,sedan,198,Petrol,yes,2011,Octavia A5,front
Skoda,11500,sedan,115,Petrol,yes,2011,Octavia A5,front
Skoda,11499,sedan,146,Petrol,yes,2011,Octavia A5,front
Skoda,11300,sedan,110,Petrol,yes,2011,Octavia A5,front
Skoda,11111,sedan,99,Petrol,yes,2011,Octavia A5,front
Skoda,10950,sedan,125,Gas,yes,2011,Octavia A5,front
Skoda,10900,sedan,167,Petrol,yes,2011,Octavia A5,front
Skoda,7600,sedan,160,Other,no,2011,Octavia A5,
Subaru,18500,sedan,51,Petrol,yes,2011,Impreza,full
Suzuki,6400,sedan,25,Petrol,yes,2011,Kizashi,full
Toyota,27800,sedan,157,Petrol,yes,2011,Camry,front
Toyota,23500,sedan,75,Gas,yes,2011,Camry,front
Toyota,21600,sedan,66,Petrol,yes,2011,Camry,front
